UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,mmcode,VehicleType,RegistrationYear,make,Model,Cylinders,cubiccapacity,kilowatts,bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims,LossRatio
123395,10423,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,902,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058415.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,175800.0,Yes,No,0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,750.649122807018,34.229600000000815
77686,6649,2014-11-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,902,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,232500.0,Monthly,562.0279,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,493.006929824561,850.0,1.7241136961350154
132444,6912,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,902,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,17.685342388228,1991.77192982456,112.62275200000396
195579,17436,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1724,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058419.0,Passenger Vehicle,2015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,Yes,0,More than 6 months,No,No,No,,,339500.0,Monthly,966.2268,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,847.567368421053,14323.5175438596,16.899562297381877
137160,11579,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,456,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,7512100.0,Passenger Vehicle,2010,C.A.M,INYATHI,4.0,2237.0,76.0,B/S,4.0,2006/07/01 12:00:00 AM,,Yes,No,0.0,More than 6 months,,,,,,190000.0,Monthly,512.3901,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,449.465,29259.938596491236,65.09948182058945
94620,4776,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,265000.0,Monthly,715.5528,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,627.677894736842,4452.65789473684,7.093858063304341
85027,6881,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,More than 6 months,,,,,,180000.0,Monthly,670.7187,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,588.349736842105,43268.447368421104,73.54205272642626
141647,12460,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1754,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058419.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,282100.0,Monthly,807.348,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,708.2,51825.8421052632,73.17966973349787
147206,12623,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,470,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,269650.0,Monthly,675.6374,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,592.664385964912,17407.3157894737,29.371287024667417
123562,9864,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1804,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,Yes,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,750.649122807018,34.229600000000815
1310,165,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Male,South Africa,Gauteng,84,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,877.19298245614,40.00000000000092
181809,6291,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,400,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,11511100.0,Passenger Vehicle,2008,CMC,SESBUYILE 2.4i 16 SEAT,4.0,2398.0,102.0,B/S,4.0,12/2009,,Yes,No,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen (Feb2015),Windscreen (2015),Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,175.438596491228,8.000000000000183
107720,6291,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,400,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,44004540.0,Medium Commercial,2010,MERCEDES-BENZ,SPRINTER 416 CDI HI-ROOF F/C P/V,5.0,2700.0,115.0,P/V,2.0,5/2004,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1271.929824561403,58.00000000000132
86978,6621,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Male,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
94614,4776,2014-12-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,265000.0,Monthly,715.5528,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,627.677894736842,233306.1403508772,371.6972388340875
94578,4776,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,28524090.0,Heavy Commercial,2013,IVECO,50 C15V 15 F/C P/V,4.0,2798.0,107.0,P/V,5.0,7/2004,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,2156.12280701754,98.3192000000021
141538,12441,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,270000.0,Yes,Yes,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1140.35087719298,52.0000000000011
225898,8007,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1447.36842105263,66.00000000000146
52591,4730,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Free State,9781,Oranje Free State,Drakensberg,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,No,0.0,More than 6 months,No,No,No,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.0,6140.35087719298,
129506,10988,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2,Transvaal (Pretoria),Pretoria,Mobility - Motor,60027370.0,Passenger Vehicle,2008,TOYOTA,COROLLA 1.3 PROFESSIONAL,4.0,1330.0,74.0,S/D,4.0,3/2009,,Yes,No,0.0,More than 6 months,,,,,,83500.0,Monthly,755.9514,Mobility - Metered Taxis - R5000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,663.115263157895,4350.0,6.559945520307255
140607,12250,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1863,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058415.0,Passenger Vehicle,2008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,102400.0,Yes,Yes,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
131044,10194,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,5,Transvaal (Pretoria),Pretoria,Mobility - Motor,60056987.0,Passenger Vehicle,2007,TOYOTA,HiACE SIYAYA,4.0,2237.0,75.0,B/S,4.0,8/2001,,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,3947.36842105263,52.94117647058888
131070,10194,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,5,Transvaal (Pretoria),Pretoria,Mobility - Motor,60056987.0,Passenger Vehicle,2008,TOYOTA,HiACE SIYAYA,4.0,2237.0,75.0,B/S,4.0,8/2001,,Yes,No,0.0,More than 6 months,,,,,,77000.0,Monthly,466.0187,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,408.788333333333,37130.701754386,90.8311190087438
236876,20308,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1947,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058405.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 15s,4.0,2494.0,75.0,B/S,4.0,10/2010,211000.0,Yes,Yes,211000.0,More than 6 months,No,No,No,,,7000.0,Monthly,105.0,No excess,Income Protector (2015),Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,92.105263157894,6140.35087719298,66.66666666666717
32534,2421,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,2876,Transvaal (all except Pretoria),Transvaal North West,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,,,,,,,250000.0,Monthly,555.9433,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,487.669561403509,87719.298245614,179.87445842048984
94556,4776,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,265000.0,Monthly,715.5528,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,627.677894736842,18055.4649122807,28.765494314325935
94619,4776,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,265000.0,Monthly,715.5528,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,627.677894736842,19284.0877192982,30.722904026089974
2077,226,2014-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7405,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60027371.0,Passenger Vehicle,2011,TOYOTA,COROLLA 1.3 PROFESSIONAL,4.0,1330.0,74.0,S/D,4.0,7/2010,,Yes,No,0.0,,,,,,,135016.0,Monthly,480.2201,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,346.023255012532,4724.56140350877,13.653884052786163
95006,7743,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,44004770.0,Medium Commercial,2013,MERCEDES-BENZ,SPRINTER 519 CDi F/C P/V,6.0,2987.0,140.0,P/V,4.0,12/2011,,Yes,No,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,3949.50877192982,180.09760000000398
145189,12670,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056925.0,Passenger Vehicle,2006,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,11/1992,65000.0,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
145190,12670,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056925.0,Passenger Vehicle,2006,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,11/1992,65000.0,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
140653,12009,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,265000.0,Monthly,817.7746,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,717.346140350877,3521.83333333333,4.909531306059147
211947,19025,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,64028722.0,Passenger Vehicle,2014,VOLKSWAGEN,POLO 1.6 COMFORTLINE,4.0,1598.0,77.0,S/D,4.0,5/2011,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,1938.59649122807,88.40000000000204
198547,17713,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,327600.0,Monthly,838.8339,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,735.819210526316,30316.33333333333,41.20079076441711
122062,9934,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,215000.0,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,877.19298245614,40.00000000000092
153294,13999,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2198,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,More than 6 months,No,No,No,,,200000.0,Monthly,756.2878,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,663.410350877193,109271.052631579,164.71110601017241
133181,11334,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058407.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,349300.0,Monthly,921.4414,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,808.281929824561,8770.649122807015,10.850977609645065
132368,868,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,62.535370684776,6140.35087719298,98.19004524886947
77132,6568,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7503,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60056987.0,Passenger Vehicle,2007,TOYOTA,HiACE SIYAYA,4.0,2237.0,75.0,B/S,4.0,8/2001,68700.0,Yes,No,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,614.035087719298,28.00000000000064
34264,2579,2014-11-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,,,,,,,158450.0,Monthly,571.097,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,500.962280701754,22022.3421052632,43.960080336615434
17159,868,2014-10-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,,,,,,,232500.0,Monthly,680.5822,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,597.001929824561,13928.2280701754,23.33028986065161
88354,6633,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,3947.36842105263,52.94117647058888
13852,458,2014-09-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,22840150.0,Passenger Vehicle,2012,GOLDEN JOURNEY,IBHUBEZI 2.2i,4.0,2237.0,76.0,B/S,4.0,9/2010,,Yes,No,0.0,,,,,,,157600.0,Monthly,569.5729,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,499.625350877193,38442.74561403504,76.94314459132438
86984,6621,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Male,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,337900.0,Monthly,850.7085,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,746.23552631579,13942.5526315789,18.683849990919256
